timestamp,temperature_C,pressure_hPa,humidity_percent,gas_ohms,label,notes
1917527,25.1,101222.69,43.15,174661.09,greenbanana,normal
1918941,25.11,101224.64,43.16,174661.09,greenbanana,normal
1920364,25.11,101226.59,43.13,174661.09,greenbanana,normal
1921778,25.1,101224.29,43.13,175026.13,greenbanana,normal
1923203,25.12,101226.0,43.13,174116.44,greenbanana,normal
1924616,25.11,101223.2,43.16,175026.13,greenbanana,normal
1926040,25.13,101225.16,43.14,175945.36,greenbanana,normal
1927453,25.12,101225.43,43.15,174843.41,greenbanana,normal
1928878,25.11,101223.95,43.13,174661.09,greenbanana,normal
1930292,25.11,101225.65,43.09,175209.2,greenbanana,normal
1931715,25.1,101225.13,43.09,175026.13,greenbanana,normal
1933129,25.1,101224.88,43.09,175760.75,greenbanana,normal
1934553,25.11,101224.89,43.11,175760.75,greenbanana,normal
1935967,25.1,101224.96,43.09,175760.75,greenbanana,normal
1937381,25.11,101224.89,43.09,175392.67,greenbanana,normal
1938804,25.1,101223.77,43.07,176501.59,greenbanana,normal
1940218,25.1,101223.95,43.09,175576.52,greenbanana,normal
1941642,25.1,101224.96,43.08,175760.75,greenbanana,normal
1943056,25.08,101221.37,43.08,175945.36,greenbanana,normal
1944480,25.09,101224.85,43.1,175945.36,greenbanana,normal
1945893,25.09,101225.71,43.09,175026.13,greenbanana,normal
1947318,25.08,101224.18,43.11,176501.59,greenbanana,normal
1948731,25.08,101224.17,43.14,176687.77,greenbanana,normal
1950155,25.07,101225.52,43.13,176874.33,greenbanana,normal
1951569,25.06,101223.63,43.14,175945.36,greenbanana,normal
1952993,25.05,101223.89,43.16,176687.77,greenbanana,normal
1954407,25.04,101224.78,43.15,176501.59,greenbanana,normal
1955830,25.05,101224.55,43.15,175945.36,greenbanana,normal
1957244,25.05,101225.91,43.16,176874.33,greenbanana,normal
1958669,25.05,101225.65,43.18,177624.59,greenbanana,normal
1960082,25.06,101223.89,43.18,175392.67,greenbanana,normal
1961506,25.06,101225.59,43.19,175392.67,greenbanana,normal
1962919,25.04,101224.55,43.18,177248.67,greenbanana,normal
1964344,25.04,101223.62,43.19,175576.52,greenbanana,normal
1965758,25.05,101224.89,43.19,177248.67,greenbanana,normal
1967181,25.03,101223.86,43.18,177061.3,greenbanana,normal
1968595,25.03,101222.49,43.22,177624.59,greenbanana,normal
1970019,25.04,101223.7,43.22,177436.44,greenbanana,normal
1971433,25.05,101226.59,43.24,177624.59,greenbanana,normal
1972857,25.04,101224.55,43.23,175945.36,greenbanana,normal
1974270,25.06,101223.3,43.24,175760.75,greenbanana,normal
1975695,25.06,101223.2,43.25,176315.8,greenbanana,normal
1977109,25.07,101226.45,43.26,177061.3,greenbanana,normal
1978532,25.08,101225.54,43.26,176501.59,greenbanana,normal
1979947,25.07,101225.6,43.26,175760.75,greenbanana,normal
1981370,25.07,101224.84,43.25,176130.41,greenbanana,normal
1982784,25.07,101226.2,43.22,176874.33,greenbanana,normal
1984208,25.06,101225.41,43.23,177624.59,greenbanana,normal
1985622,25.05,101225.08,43.22,178002.13,greenbanana,normal
1987046,25.05,101227.09,43.22,177061.3,greenbanana,normal
1988460,25.06,101224.32,43.2,178191.5,greenbanana,normal
1989883,25.06,101227.45,43.2,178381.25,greenbanana,normal
1991298,25.04,101226.24,43.19,178002.13,greenbanana,normal
1992721,25.05,101226.84,43.18,177624.59,greenbanana,normal
1994135,25.04,101226.92,43.21,178381.25,greenbanana,normal
1995559,25.04,101225.31,43.19,177624.59,greenbanana,normal
1996973,25.01,101223.57,43.21,179721.02,greenbanana,normal
1998397,24.96,101226.13,43.17,181081.08,greenbanana,normal
1999811,24.98,101227.34,43.16,180495.69,greenbanana,normal
2001234,24.94,101225.35,43.16,180107.55,greenbanana,normal
2002649,24.98,101227.86,43.16,178762.0,greenbanana,normal
2004072,24.99,101225.91,43.17,178571.44,greenbanana,normal
2005486,25.0,101228.13,43.17,175945.36,greenbanana,normal
2006910,24.99,101225.41,43.18,178002.13,greenbanana,normal
2008325,24.99,101224.89,43.19,178191.5,greenbanana,normal
2009748,24.98,101223.95,43.21,178571.44,greenbanana,normal
2011162,24.99,101226.76,43.24,178381.25,greenbanana,normal
2012585,24.98,101227.17,43.24,179528.41,greenbanana,normal
2014000,24.97,101227.5,43.25,178762.0,greenbanana,normal
2015424,24.97,101226.31,43.26,179144.39,greenbanana,normal
2016838,24.96,101225.28,43.29,179528.41,greenbanana,normal
2018251,24.97,101224.8,43.28,178571.44,greenbanana,normal
2019676,25.0,101225.67,43.31,178002.13,greenbanana,normal
2021090,24.99,101224.63,43.29,177813.17,greenbanana,normal
2022513,24.99,101225.83,43.28,179528.41,greenbanana,normal
2023927,25.0,101223.13,43.29,178762.0,greenbanana,normal
2025351,25.01,101224.84,43.28,177813.17,greenbanana,normal
2026765,25.0,101225.77,43.24,177624.59,greenbanana,normal
2028189,25.0,101224.07,43.23,177624.59,greenbanana,normal
2029602,25.01,101225.43,43.22,177813.17,greenbanana,normal
2031027,25.01,101225.01,43.21,178002.13,greenbanana,normal
2032440,25.0,101224.57,43.2,177061.3,greenbanana,normal
2033864,24.97,101225.13,43.24,177624.59,greenbanana,normal
2035278,24.96,101223.81,43.24,176130.41,greenbanana,normal
2036702,24.94,101223.55,43.28,176501.59,greenbanana,normal
2038116,24.97,101225.04,43.3,176130.41,greenbanana,normal
2039540,24.95,101224.76,43.3,177813.17,greenbanana,normal
2040953,24.96,101224.44,43.31,177624.59,greenbanana,normal
2042378,24.97,101224.63,43.31,176874.33,greenbanana,normal
2043792,24.98,101224.7,43.31,176687.77,greenbanana,normal
2045215,24.97,101221.64,43.29,178002.13,greenbanana,normal
2046629,24.96,101225.7,43.3,178191.5,greenbanana,normal
2048054,24.94,101224.16,43.3,177061.3,greenbanana,normal
2049467,24.95,101224.09,43.34,175576.52,greenbanana,normal
2050881,24.95,101224.51,43.36,175026.13,greenbanana,normal
2052305,24.92,101223.52,43.36,173216.14,greenbanana,normal
2053719,24.91,101227.59,43.35,175760.75,greenbanana,normal
2055143,24.94,101224.14,43.38,173935.61,greenbanana,normal
2056557,24.94,101223.45,43.36,174843.41,greenbanana,normal
2057980,24.9,101225.8,43.38,177248.67,greenbanana,normal
2059395,24.9,101225.8,43.41,178191.5,greenbanana,normal
2060818,24.92,101226.75,43.41,178762.0,greenbanana,normal
2062232,24.94,101226.0,43.41,177813.17,greenbanana,normal
2063656,24.94,101224.23,43.4,178381.25,greenbanana,normal
2065070,24.96,101224.99,43.4,178002.13,greenbanana,normal
2066494,24.97,101225.2,43.4,177624.59,greenbanana,normal
2067908,24.98,101223.88,43.42,176687.77,greenbanana,normal
2069331,24.99,101224.63,43.45,177813.17,greenbanana,normal
2070746,25.0,101225.09,43.46,177624.59,greenbanana,normal
2072170,25.01,101225.43,43.48,176874.33,greenbanana,normal
2073584,25.01,101225.76,43.48,179528.41,greenbanana,normal
2074997,24.99,101223.53,43.46,178762.0,greenbanana,normal
2076422,24.99,101224.56,43.45,180690.39,greenbanana,normal
2077836,25.0,101223.8,43.41,180495.69,greenbanana,normal
2079259,24.99,101224.23,43.37,180107.55,greenbanana,normal
2080673,24.99,101224.14,43.37,181473.47,greenbanana,normal
2082098,24.99,101224.72,43.34,180107.55,greenbanana,normal
2083511,24.98,101222.25,43.33,179914.06,greenbanana,normal
2084935,24.97,101220.89,43.3,180690.39,greenbanana,normal
2086348,24.98,101221.91,43.3,180690.39,greenbanana,normal
2087773,24.98,101221.23,43.3,182263.33,greenbanana,normal
2089187,24.98,101220.48,43.31,181867.53,greenbanana,normal
2090610,24.98,101224.3,43.34,180690.39,greenbanana,normal
2092024,25.0,101224.16,43.31,179144.39,greenbanana,normal
2093449,25.0,101222.88,43.34,178002.13,greenbanana,normal
2094872,25.01,101224.93,43.33,178381.25,greenbanana,normal
2096286,25.01,101224.34,43.38,178002.13,greenbanana,normal
2097710,25.02,101224.52,43.41,176315.8,greenbanana,normal
2099124,25.04,101226.34,43.43,176687.77,greenbanana,normal
2100547,25.03,101225.13,43.42,178191.5,greenbanana,normal
2101961,25.04,101226.07,43.4,177813.17,greenbanana,normal
2103386,25.05,101226.51,43.37,177624.59,greenbanana,normal
2104799,25.04,101223.19,43.38,177436.44,greenbanana,normal
2106223,25.04,101225.23,43.34,178191.5,greenbanana,normal
2107636,25.06,101225.93,43.34,177813.17,greenbanana,normal
2109061,25.06,101223.38,43.34,179336.19,greenbanana,normal
2110475,25.04,101223.19,43.34,179914.06,greenbanana,normal
2111898,25.05,101226.27,43.33,179528.41,greenbanana,normal
2113312,25.05,101224.14,43.31,181473.47,greenbanana,normal
2114736,25.07,101223.48,43.29,179528.41,greenbanana,normal
2116150,25.06,101221.94,43.26,181867.53,greenbanana,normal
2117574,25.06,101223.55,43.25,181867.53,greenbanana,normal
2118987,25.06,101225.41,43.24,182461.88,greenbanana,normal
2120412,25.05,101226.69,43.23,182461.88,greenbanana,normal
2121825,25.04,101220.13,43.24,181277.06,greenbanana,normal
2123249,25.05,101221.93,43.21,181473.47,greenbanana,normal
2124663,25.05,101225.25,43.22,181473.47,greenbanana,normal
2126087,25.05,101224.63,43.19,182461.88,greenbanana,normal
2127501,25.04,101223.19,43.18,183260.39,greenbanana,normal
2128924,25.02,101223.17,43.18,182461.88,greenbanana,normal
2130338,25.04,101224.88,43.18,181867.53,greenbanana,normal
2131762,25.02,101223.59,43.18,183060.11,greenbanana,normal
2133176,25.0,101220.93,43.17,184065.94,greenbanana,normal
2134600,25.01,101222.3,43.16,183461.11,greenbanana,normal
2136013,25.02,101225.45,43.17,182660.86,greenbanana,normal
2137438,25.03,101224.54,43.22,181473.47,greenbanana,normal
2138851,25.04,101222.77,43.22,182461.88,greenbanana,normal
2140275,25.05,101223.7,43.25,181081.08,greenbanana,normal
2141699,25.04,101223.02,43.24,181473.47,greenbanana,normal
2143113,25.05,101222.87,43.24,180495.69,greenbanana,normal
2144537,25.05,101221.85,43.24,179721.02,greenbanana,normal
2145950,25.08,101225.37,43.25,179528.41,greenbanana,normal
2147375,25.08,101224.44,43.28,179144.39,greenbanana,normal
2148788,25.08,101224.77,43.3,179528.41,greenbanana,normal
2150212,25.08,101224.95,43.34,178762.0,greenbanana,normal
2151626,25.07,101224.42,43.37,179336.19,greenbanana,normal
2153050,25.09,101225.2,43.37,180495.69,greenbanana,normal
2154464,25.09,101224.18,43.4,179721.02,greenbanana,normal
2155887,25.09,101225.63,43.38,179336.19,greenbanana,normal
2157301,25.1,101225.22,43.36,180301.41,greenbanana,normal
2158726,25.1,101226.33,43.36,179914.06,greenbanana,normal
2160139,25.1,101225.31,43.36,181081.08,greenbanana,normal
2161563,25.09,101225.48,43.32,181670.28,greenbanana,normal
2162976,25.09,101224.52,43.31,180885.52,greenbanana,normal
2164401,25.1,101226.57,43.3,181670.28,greenbanana,normal
2165815,25.11,101226.16,43.3,179914.06,greenbanana,normal
2167238,25.11,101224.48,43.26,181277.06,greenbanana,normal
2168652,25.09,101222.14,43.22,181867.53,greenbanana,normal
2170076,25.11,101226.77,43.24,182263.33,greenbanana,normal
2171500,25.1,101223.6,43.25,181473.47,greenbanana,normal
2172913,25.11,101226.68,43.26,181670.28,greenbanana,normal
2174338,25.11,101223.7,43.24,181867.53,greenbanana,normal
2175752,25.11,101224.05,43.23,181277.06,greenbanana,normal
2177175,25.11,101224.55,43.23,180495.69,greenbanana,normal
2178589,25.12,101224.23,43.23,182263.33,greenbanana,normal
2180013,25.1,101222.76,43.2,183060.11,greenbanana,normal
2181427,25.1,101224.12,43.2,183060.11,greenbanana,normal
2182850,25.11,101224.05,43.17,183461.11,greenbanana,normal
2184264,25.11,101225.91,43.11,183863.89,greenbanana,normal
2185689,25.1,101225.23,43.1,183260.39,greenbanana,normal
2187102,25.1,101224.46,43.07,184268.42,greenbanana,normal
2188526,25.09,101226.55,43.07,184471.38,greenbanana,normal
2189939,25.07,101225.09,43.05,185287.61,greenbanana,normal
2191364,25.08,101225.95,43.03,184065.94,greenbanana,normal
2192778,25.08,101227.23,43.04,185492.81,greenbanana,normal
2194201,25.08,101225.12,43.05,182860.27,greenbanana,normal
2195615,25.06,101225.18,43.02,184471.38,greenbanana,normal
2197040,25.07,101227.81,43.06,184674.75,greenbanana,normal
2198463,25.07,101225.01,43.05,184878.58,greenbanana,normal
2199877,25.08,101227.14,43.04,184878.58,greenbanana,normal
2201300,25.07,101226.88,43.04,184065.94,greenbanana,normal
2202715,25.07,101226.2,43.06,184878.58,greenbanana,normal
2204139,25.07,101224.49,43.07,184471.38,greenbanana,normal
2205552,25.08,101226.04,43.05,182860.27,greenbanana,normal
2206977,25.08,101226.98,43.08,182860.27,greenbanana,normal
2208391,25.08,101225.95,43.09,182660.86,greenbanana,normal
2209814,25.08,101225.37,43.1,181277.06,greenbanana,normal
2211228,25.06,101224.5,43.14,182860.27,greenbanana,normal
2212652,25.08,101225.7,43.17,183060.11,greenbanana,normal
2214066,25.09,101226.99,43.16,183260.39,greenbanana,normal
2215489,25.09,101226.22,43.17,184065.94,greenbanana,normal
2216903,25.08,101226.38,43.17,183662.28,greenbanana,normal
2218328,25.09,101225.46,43.2,185287.61,greenbanana,normal
2219742,25.1,101226.66,43.2,184065.94,greenbanana,normal
2221165,25.1,101227.08,43.2,183461.11,greenbanana,normal
2222579,25.09,101226.14,43.17,184065.94,greenbanana,normal
2224003,25.08,101225.7,43.16,184471.38,greenbanana,normal
2225427,25.09,101226.89,43.16,184471.38,greenbanana,normal
2226841,25.08,101226.3,43.16,183863.89,greenbanana,normal
2228264,25.07,101224.92,43.14,185698.45,greenbanana,normal
2229679,25.08,101225.88,43.13,184878.58,greenbanana,normal
2231103,25.05,101226.69,43.1,185904.55,greenbanana,normal
2232516,25.06,101227.04,43.08,186111.09,greenbanana,normal
2233940,25.06,101225.16,43.08,185904.55,greenbanana,normal
2235354,25.05,101226.44,43.06,186318.13,greenbanana,normal
2236778,25.05,101226.84,43.07,185287.61,greenbanana,normal
2238192,25.04,101225.4,43.07,185904.55,greenbanana,normal
2239616,25.04,101225.31,43.09,186525.61,greenbanana,normal
2241030,25.05,101224.14,43.12,183461.11,greenbanana,normal
2242454,25.07,101226.2,43.14,183260.39,greenbanana,normal
2243867,25.06,101225.18,43.18,183461.11,greenbanana,normal
2245292,25.07,101224.16,43.2,181867.53,greenbanana,normal
2246706,25.07,101223.73,43.21,181670.28,greenbanana,normal
2248129,25.08,101223.84,43.2,180885.52,greenbanana,normal
2249543,25.1,101224.7,43.2,180690.39,greenbanana,normal
2250967,25.1,101226.49,43.19,178953.0,greenbanana,normal
2252381,25.11,101226.59,43.21,180107.55,greenbanana,normal
2253805,25.09,101222.92,43.2,181670.28,greenbanana,normal
2255218,25.12,101226.27,43.17,180885.52,greenbanana,normal
2256643,25.11,101224.38,43.15,181867.53,greenbanana,normal
2258066,25.13,101225.34,43.15,181867.53,greenbanana,normal
2259480,25.12,101224.65,43.11,182660.86,greenbanana,normal
2260903,25.11,101225.41,43.15,183461.11,greenbanana,normal
2262318,25.12,101225.43,43.17,184268.42,greenbanana,normal
2263742,25.13,101223.8,43.18,184878.58,greenbanana,normal
2265155,25.13,101223.05,43.17,184674.75,greenbanana,normal
2266579,25.13,101225.34,43.18,184471.38,greenbanana,normal
2267993,25.13,101224.75,43.15,185698.45,greenbanana,normal
2269417,25.11,101224.05,43.13,185904.55,greenbanana,normal
2270840,25.12,101224.23,43.14,184878.58,greenbanana,normal
2272254,25.11,101223.79,43.12,184962.7,greenbanana,normal
2273679,25.13,101223.63,43.1,186318.13,greenbanana,normal
2275092,25.14,101225.18,43.1,186111.09,greenbanana,normal
2276516,25.12,101223.39,43.07,185287.61,greenbanana,normal
2277931,25.13,101224.16,43.06,184878.58,greenbanana,normal
2279354,25.14,101223.64,43.07,185492.81,greenbanana,normal
2280768,25.14,101225.45,43.08,185492.81,greenbanana,normal
2282191,25.13,101223.23,43.07,186111.09,greenbanana,normal
2283606,25.13,101223.73,43.07,186941.97,greenbanana,normal
2285030,25.13,101225.18,43.04,185904.55,greenbanana,normal
2286444,25.12,101223.38,43.03,185797.47,greenbanana,normal
2287867,25.13,101224.08,43.04,186318.13,greenbanana,normal
2289282,25.12,101223.8,43.01,186941.97,greenbanana,normal
2290706,25.11,101223.37,42.99,185588.09,greenbanana,normal
2292120,25.12,101224.81,42.98,186217.69,greenbanana,normal
2293544,25.13,101223.98,42.96,186525.61,greenbanana,normal
2294958,25.11,101222.01,42.95,186941.97,greenbanana,normal
2296382,25.12,101223.9,42.96,185698.45,greenbanana,normal
2297796,25.13,101222.28,42.95,186733.56,greenbanana,normal
2299220,25.13,101223.13,42.93,186318.13,greenbanana,normal
2300635,25.11,101223.37,42.93,186525.61,greenbanana,normal
2302058,25.11,101222.86,42.93,185904.55,greenbanana,normal
2303472,25.09,101222.93,42.93,186112.45,greenbanana,normal
2304898,25.11,101223.28,42.96,186851.59,greenbanana,normal
2306312,25.11,101224.81,42.94,184962.7,greenbanana,normal
2307735,25.12,101222.7,42.92,186007.34,greenbanana,normal
2309149,25.11,101221.25,42.91,186525.61,greenbanana,normal
2310574,25.11,101222.7,42.91,185066.66,greenbanana,normal
2311988,25.12,101223.04,42.94,184878.58,greenbanana,normal
2313411,25.12,101224.74,42.95,186318.13,greenbanana,normal
2314825,25.11,101222.95,42.97,186318.13,greenbanana,normal
2316250,25.11,101223.2,42.97,185066.66,greenbanana,normal
2317664,25.1,101221.23,42.98,186217.69,greenbanana,normal
2319088,25.11,101223.79,42.98,185274.88,greenbanana,normal
2320502,25.11,101222.94,42.99,185902.36,greenbanana,normal
2321928,25.09,101221.4,42.95,185483.55,greenbanana,normal
2323342,25.1,101221.82,42.96,186007.34,greenbanana,normal
2324766,25.1,101224.04,42.98,185483.55,greenbanana,normal
2326180,25.1,101224.96,42.98,185797.47,greenbanana,normal
2327595,25.1,101223.86,42.99,185066.66,greenbanana,normal
2329019,25.1,101224.63,42.98,186318.13,greenbanana,normal
2330433,25.08,101222.56,42.97,186525.61,greenbanana,normal
2331857,25.09,101223.95,42.97,186111.09,greenbanana,normal
2333272,25.09,101225.2,42.99,186111.09,greenbanana,normal
2334695,25.08,101225.12,43.01,185492.81,greenbanana,normal
2336109,25.08,101222.22,43.0,186733.56,greenbanana,normal
2337533,25.08,101225.12,42.98,185066.66,greenbanana,normal
2338948,25.07,101224.24,42.99,186217.69,greenbanana,normal
2340372,25.06,101223.9,42.99,185379.16,greenbanana,normal
2341787,25.08,101224.35,43.01,186323.03,greenbanana,normal
2343201,25.07,101223.56,43.02,185902.36,greenbanana,normal
2344626,25.06,101223.64,43.02,185797.47,greenbanana,normal
2346040,25.07,101223.83,43.02,187170.16,greenbanana,normal
2347464,25.06,101225.18,43.02,186428.53,greenbanana,normal
2348878,25.07,101225.35,43.04,186217.69,greenbanana,normal
2350303,25.07,101224.75,43.03,186217.69,greenbanana,normal
2351718,25.06,101222.13,43.04,186534.09,greenbanana,normal
2353132,25.08,101225.45,43.06,186112.45,greenbanana,normal
2354556,25.06,101225.25,43.05,187917.73,greenbanana,normal
2355971,25.07,101225.01,43.04,186428.53,greenbanana,normal
2357395,25.07,101224.33,43.06,186957.66,greenbanana,normal
2358809,25.07,101224.75,43.07,186639.83,greenbanana,normal
2360233,25.09,101225.8,43.08,185274.88,greenbanana,normal
2361648,25.09,101225.63,43.08,186525.61,greenbanana,normal
2363072,25.08,101224.1,43.08,185066.66,greenbanana,normal
2364486,25.08,101224.69,43.08,186851.59,greenbanana,normal
2365912,25.08,101225.37,43.05,187276.59,greenbanana,normal
2367326,25.05,101221.68,43.06,186957.66,greenbanana,normal
2368740,25.06,101224.41,43.05,188025.02,greenbanana,normal
2370164,25.06,101222.28,43.03,188563.27,greenbanana,normal
2371578,25.05,101224.56,43.05,187596.61,greenbanana,normal
2373003,25.03,101222.16,43.04,187810.56,greenbanana,normal
2374418,25.06,101223.3,43.05,188132.42,greenbanana,normal
2375842,25.06,101224.56,43.05,187703.55,greenbanana,normal
2377256,25.05,101225.66,43.04,187170.16,greenbanana,normal
2378681,25.06,101225.85,43.03,186745.64,greenbanana,normal
2380095,25.06,101226.95,43.03,187170.16,greenbanana,normal
2381509,25.05,101222.95,43.0,187276.59,greenbanana,normal
2382934,25.05,101225.16,43.03,187596.61,greenbanana,normal
2384349,25.06,101225.76,43.05,187276.59,greenbanana,normal
2385773,25.05,101224.89,43.07,188996.09,greenbanana,normal
2387187,25.06,101225.35,43.06,187063.84,greenbanana,normal
2388612,25.06,101225.35,43.1,184962.7,greenbanana,normal
2390026,25.05,101223.89,43.06,184065.94,greenbanana,normal
2391449,25.06,101224.39,43.09,184268.42,greenbanana,normal
2392863,25.06,101224.99,43.07,185287.61,greenbanana,normal
2394288,25.04,101225.23,43.06,186428.53,greenbanana,normal
2395702,25.05,101225.58,43.04,187596.61,greenbanana,normal
2397126,25.03,101225.55,43.04,188132.42,greenbanana,normal
2398540,25.02,101223.83,43.02,188996.09,greenbanana,normal
2399965,25.01,101227.12,43.01,189322.03,greenbanana,normal
2401380,24.99,101225.76,43.01,189758.36,greenbanana,normal
2402804,24.99,101225.16,43.03,189539.94,greenbanana,normal
2404218,24.99,101223.78,43.06,189213.28,greenbanana,normal
2405643,24.97,101222.76,43.04,190306.61,greenbanana,normal
2407057,24.98,101224.96,43.05,189539.94,greenbanana,normal
2408472,24.98,101223.6,43.06,188671.3,greenbanana,normal
2409896,24.98,101224.89,43.08,188025.02,greenbanana,normal
2411311,24.98,101223.43,43.1,188347.61,greenbanana,normal
2412735,24.99,101227.27,43.12,187703.55,greenbanana,normal
2414150,24.98,101226.49,43.11,188996.09,greenbanana,normal
2415575,24.98,101226.34,43.14,188239.94,greenbanana,normal
2416989,24.98,101225.74,43.16,189758.36,greenbanana,normal
2418413,24.98,101227.1,43.16,190526.81,greenbanana,normal
2419827,24.99,101226.08,43.19,188887.72,greenbanana,normal
2421242,24.99,101228.04,43.17,189649.09,greenbanana,normal
2422667,24.98,101226.41,43.16,190526.81,greenbanana,normal
2424081,24.98,101228.37,43.16,188996.09,greenbanana,normal
2425505,24.99,101228.46,43.18,190416.64,greenbanana,normal
2426920,24.98,101227.0,43.19,189322.03,greenbanana,normal
2428345,24.97,101226.66,43.19,189758.36,greenbanana,normal
2429759,24.99,101227.27,43.17,189758.36,greenbanana,normal
2431183,25.0,101228.14,43.2,189213.28,greenbanana,normal
2432599,25.01,101228.49,43.19,188779.44,greenbanana,normal
2434013,25.01,101228.67,43.18,188239.94,greenbanana,normal
2435437,25.01,101226.78,43.15,187170.16,greenbanana,normal
2436851,25.02,101230.02,43.16,186957.66,greenbanana,normal
2438276,24.99,101226.34,43.15,187596.61,greenbanana,normal
2439690,25.0,101227.46,43.15,188887.72,greenbanana,normal
2441115,24.98,101225.81,43.16,190416.64,greenbanana,normal
2442529,24.97,101224.52,43.15,190416.64,greenbanana,normal
2443943,24.98,101225.72,43.19,190306.61,greenbanana,normal
2445368,24.99,101226.42,43.18,189213.28,greenbanana,normal
2446783,24.99,101227.53,43.18,188887.72,greenbanana,normal
2448207,25.0,101227.8,43.17,189649.09,greenbanana,normal
2449622,24.99,101227.79,43.18,189649.09,greenbanana,normal
2451046,24.99,101227.45,43.19,188671.3,greenbanana,normal
2452461,24.97,101226.15,43.2,189867.75,greenbanana,normal
2453875,24.98,101227.7,43.2,190637.08,greenbanana,normal
2455300,24.99,101225.98,43.21,189649.09,greenbanana,normal
2456714,24.99,101227.96,43.22,188887.72,greenbanana,normal
2458139,24.99,101227.53,43.23,189104.63,greenbanana,normal
2459553,25.01,101227.63,43.19,189104.63,greenbanana,normal
2460978,25.01,101226.36,43.17,188563.27,greenbanana,normal
2462392,25.01,101229.16,43.17,189539.94,greenbanana,normal
2463806,25.0,101227.29,43.14,188996.09,greenbanana,normal
2465230,25.01,101226.3,43.13,190526.81,greenbanana,normal
2466646,25.01,101226.12,43.13,188996.09,greenbanana,normal
2468070,25.02,101228.68,43.12,190086.92,greenbanana,normal
2469484,25.01,101227.04,43.11,189430.94,greenbanana,normal
2470898,25.0,101227.89,43.13,190306.61,greenbanana,normal
2472323,25.02,101227.91,43.15,189758.36,greenbanana,normal
2473737,25.02,101225.21,43.16,188132.42,greenbanana,normal
2475161,25.01,101228.23,43.15,186217.69,greenbanana,normal
2476575,25.03,101229.45,43.17,185492.81,greenbanana,normal
2478000,25.04,101229.3,43.19,186318.13,greenbanana,normal
2479414,25.05,101229.38,43.21,186217.69,greenbanana,normal
2480838,25.05,101228.46,43.23,185902.36,greenbanana,normal
2482252,25.06,101228.56,43.23,186745.64,greenbanana,normal
2483666,25.05,101229.15,43.25,187917.73,greenbanana,normal
2485091,25.04,101228.45,43.26,189758.36,greenbanana,normal
2486506,25.03,101229.28,43.26,190306.61,greenbanana,normal
2487930,25.05,101229.74,43.26,189867.75,greenbanana,normal
2489345,25.06,101228.9,43.24,190086.92,greenbanana,normal
2490769,25.06,101229.24,43.21,189430.94,greenbanana,normal
2492183,25.07,101230.95,43.17,189104.63,greenbanana,normal
2493607,25.04,101229.46,43.14,191301.47,greenbanana,normal
2495023,25.05,101228.88,43.14,190747.48,greenbanana,normal
2496437,25.03,101229.28,43.11,190637.08,greenbanana,normal
2497861,25.04,101230.72,43.11,191746.98,greenbanana,normal
2499275,25.03,101228.78,43.1,191523.97,greenbanana,normal
2500700,25.04,101228.96,43.11,190637.08,greenbanana,normal
2502114,25.02,101226.9,43.1,190416.64,greenbanana,normal
2503538,25.02,101230.45,43.09,191858.67,greenbanana,normal
2504952,25.02,101229.02,43.12,191635.41,greenbanana,normal
2506378,25.04,101231.67,43.1,192531.63,greenbanana,normal
2507792,25.03,101228.34,43.07,190747.48,greenbanana,normal
2509216,25.03,101229.45,43.08,190747.48,greenbanana,normal
2510630,25.0,101225.34,43.07,191635.41,greenbanana,normal
2512045,25.03,101228.68,43.08,190747.48,greenbanana,normal
2513469,25.04,101229.9,43.09,190526.81,greenbanana,normal
2514883,25.02,101227.99,43.1,191523.97,greenbanana,normal
2516307,25.03,101230.14,43.11,190306.61,greenbanana,normal
2517723,25.04,101230.21,43.11,190858.03,greenbanana,normal
2519147,25.03,101228.44,43.11,191190.42,greenbanana,normal
2520561,25.03,101230.64,43.12,191412.66,greenbanana,normal
2521986,25.03,101227.93,43.13,191746.98,greenbanana,normal
2523400,25.04,101229.7,43.14,192194.56,greenbanana,normal
2524824,25.03,101230.3,43.13,192531.63,greenbanana,normal
2526238,25.03,101229.8,43.11,191635.41,greenbanana,normal
2527663,25.02,101227.84,43.12,191970.52,greenbanana,normal
2529077,25.02,101227.31,43.12,191635.41,greenbanana,normal
2530492,25.02,101229.18,43.12,192306.8,greenbanana,normal
2531916,25.03,101229.28,43.13,191079.48,greenbanana,normal
2533330,25.02,101228.0,43.14,192194.56,greenbanana,normal
2534755,25.03,101229.02,43.13,192531.63,greenbanana,normal
2536169,25.03,101229.19,43.12,190968.7,greenbanana,normal
2537593,25.01,101228.23,43.12,192757.0,greenbanana,normal
2539008,25.02,101229.18,43.12,192644.27,greenbanana,normal
2540432,25.01,101228.92,43.12,193777.72,greenbanana,normal
2541846,25.0,101229.24,43.14,193322.73,greenbanana,normal
2543270,25.0,101227.63,43.16,193322.73,greenbanana,normal
2544686,25.0,101228.23,43.18,192419.14,greenbanana,normal
2546100,24.99,101228.3,43.16,193209.31,greenbanana,normal
2547524,25.0,101229.91,43.16,192644.27,greenbanana,normal
2548938,25.0,101230.18,43.15,192757.0,greenbanana,normal
2550363,24.99,101229.56,43.16,193891.8,greenbanana,normal
2551778,24.99,101229.31,43.16,192306.8,greenbanana,normal
2553202,24.99,101229.39,43.16,193891.8,greenbanana,normal
2554616,24.98,101229.38,43.17,192644.27,greenbanana,normal
